No,Nama Barang,Kod,Harga,Bilangan,Jumlah,Lori,Kedai,Bayaran,Tentang,Gambar,Created At,Updated At
1,"Spring","13456",12,1,12,"ST 9483 P","SUN",TUNAI,"","["blob:https://preview-chat-aefcef92-44cd-4db8-bdbf-b2288bbcb5f1.space.z.ai/1390ee1e-06bd-47a5-9898-96448523bbe0","blob:https://preview-chat-aefcef92-44cd-4db8-bdbf-b2288bbcb5f1.space.z.ai/f9f06f6e-36b5-4ade-b0fc-f4a6b29daddb"]","2025-10-25T11:53:01.370Z","2025-10-25T12:10:55.263Z"
